phase,name,status,dataset,model,objective,seed,run_tag,target_epochs,target_folds,target_batch_size,target_downsample,target_eval_every,completed_folds,recorded_epochs,latest_fold,latest_epoch,latest_epoch_total,latest_train_loss,latest_valid_mAP,latest_eval_fold,latest_eval_epoch,latest_eval_valid_mAP,best_eval_fold,best_eval_epoch,best_eval_valid_mAP,avg_epoch_runtime_sec,avg_eval_epoch_runtime_sec,avg_train_epoch_runtime_sec,estimated_current_fold_remaining_min,actual_epochs,actual_batch_size,actual_downsample,actual_eval_every,lr,density_prior,mean_best_epoch,mean_valid_mAP,mean_valid_loss,tuned_mAP,tuned_mf1,strict3_tuned_mAP,strict3_tuned_mf1,strict3_score_file,score_required,purpose,run_dir
P7,online_model_ablation,scored,sleep,flstm,seg,2,online_e20_bs32_eval5,20,4,32,10,5,4.0,0.0,,,,,,,,,,,,,,,,20.0,32.0,10.0,5.0,0.003,sparse,8.75,0.22573026067523216,0.21651479751990013,0.2539751836521949,0.364045773011601,,,,True,Show whether the likelihood gain persists in causal/online models.,experiments/sleep/flstm/seg/seed_2_online_e20_bs32_eval5
P7,online_model_ablation,scored,sleep,causal_transformer,density_hard,0,online_e20_bs32_eval5,20,4,32,10,5,4.0,0.0,,,,,,,,,,,,,,,,20.0,32.0,10.0,5.0,0.003,sparse,20.0,0.10868134781262681,0.0028757623017966255,0.1114398387726538,0.2030139911136991,,,,True,Show whether the likelihood gain persists in causal/online models.,experiments/sleep/causal_transformer/density_hard/seed_0_online_e20_bs32_eval5
P7,online_model_ablation,scored,sleep,causal_transformer,density_hard,1,online_e20_bs32_eval5,20,4,32,10,5,4.0,0.0,,,,,,,,,,,,,,,,20.0,32.0,10.0,5.0,0.003,sparse,20.0,0.11075393648428393,0.0028677055692768504,0.1166780019434681,0.2100387044476117,,,,True,Show whether the likelihood gain persists in causal/online models.,experiments/sleep/causal_transformer/density_hard/seed_1_online_e20_bs32_eval5
P7,online_model_ablation,scored,sleep,causal_transformer,density_hard,2,online_e20_bs32_eval5,20,4,32,10,5,4.0,0.0,,,,,,,,,,,,,,,,20.0,32.0,10.0,5.0,0.003,sparse,20.0,0.09468452740378211,0.0029194299827502,0.0986574664797789,0.184217663230458,,,,True,Show whether the likelihood gain persists in causal/online models.,experiments/sleep/causal_transformer/density_hard/seed_2_online_e20_bs32_eval5
P7,online_model_ablation,scored,sleep,causal_transformer,seg,0,online_e20_bs32_eval5,20,4,32,10,5,4.0,0.0,,,,,,,,,,,,,,,,20.0,32.0,10.0,5.0,0.003,sparse,17.5,0.19743951427990772,0.28444042227869204,0.3252499454904999,0.4817100248737876,,,,True,Show whether the likelihood gain persists in causal/online models.,experiments/sleep/causal_transformer/seg/seed_0_online_e20_bs32_eval5
P7,online_model_ablation,scored,sleep,causal_transformer,seg,1,online_e20_bs32_eval5,20,4,32,10,5,4.0,0.0,,,,,,,,,,,,,,,,20.0,32.0,10.0,5.0,0.003,sparse,20.0,0.20195922999422178,0.2784271193498564,0.3308615060893067,0.4907178399452333,,,,True,Show whether the likelihood gain persists in causal/online models.,experiments/sleep/causal_transformer/seg/seed_1_online_e20_bs32_eval5
P7,online_model_ablation,scored,sleep,causal_transformer,seg,2,online_e20_bs32_eval5,20,4,32,10,5,4.0,0.0,,,,,,,,,,,,,,,,20.0,32.0,10.0,5.0,0.003,sparse,20.0,0.203757409976032,0.2781317290867337,0.3358313361859378,0.4935855574234982,,,,True,Show whether the likelihood gain persists in causal/online models.,experiments/sleep/causal_transformer/seg/seed_2_online_e20_bs32_eval5
P8,second_dataset_replication,scored,seizure,gru,density_hard,0,seizure_main_e20_bs32_eval5,20,4,32,10,5,4.0,0.0,,,,,,,,,,,,,,,,20.0,32.0,10.0,5.0,0.003,sparse,10.0,0.01253559797868865,0.000168283222608975,0.0096418299881976,,,,,True,Replicate the main comparison on seizure once that data is available.,experiments/seizure/gru/density_hard/seed_0_seizure_main_e20_bs32_eval5
P8,second_dataset_replication,scored,seizure,gru,seg,0,seizure_main_e20_bs32_eval5,20,4,32,10,5,4.0,0.0,,,,,,,,,,,,,,,,20.0,32.0,10.0,5.0,0.003,sparse,5.0,0.0,0.10309933899081353,0.0314541747797959,,,,,True,Replicate the main comparison on seizure once that data is available.,experiments/seizure/gru/seg/seed_0_seizure_main_e20_bs32_eval5
P8,second_dataset_replication,scored,seizure,unet,density_hard,0,seizure_main_e20_bs32_eval5,20,4,32,10,5,4.0,0.0,,,,,,,,,,,,,,,,20.0,32.0,10.0,5.0,0.003,sparse,13.75,0.023225455707302577,0.00016854704935829998,0.0150257071739581,,,,,True,Replicate the main comparison on seizure once that data is available.,experiments/seizure/unet/density_hard/seed_0_seizure_main_e20_bs32_eval5
P8,second_dataset_replication,scored,seizure,unet,seg,0,seizure_main_e20_bs32_eval5,20,4,32,10,5,4.0,0.0,,,,,,,,,,,,,,,,20.0,32.0,10.0,5.0,0.003,sparse,5.0,0.0,0.13118756766549292,0.0223495659032682,,,,,True,Replicate the main comparison on seizure once that data is available.,experiments/seizure/unet/seg/seed_0_seizure_main_e20_bs32_eval5
P8G,seizure_gaussian_kernel_ablation,scored,seizure,gru,density_gau,0,seizure_main_e20_bs32_eval5,20,4,32,10,5,4.0,0.0,,,,,,,,,,,,,,,,20.0,32.0,10.0,5.0,0.003,sparse,20.0,0.023357386773617827,0.00016742084767642498,0.0180357404454348,,,,,True,Check whether Gaussian label-error smoothing transfers to the seizure benchmark.,experiments/seizure/gru/density_gau/seed_0_seizure_main_e20_bs32_eval5
P8G,seizure_gaussian_kernel_ablation,scored,seizure,unet,density_gau,0,seizure_main_e20_bs32_eval5,20,4,32,10,5,4.0,0.0,,,,,,,,,,,,,,,,20.0,32.0,10.0,5.0,0.003,sparse,17.5,0.07886797009969512,0.0001652889539205,0.0554338522507069,,,,,True,Check whether Gaussian label-error smoothing transfers to the seizure benchmark.,experiments/seizure/unet/density_gau/seed_0_seizure_main_e20_bs32_eval5
P9,offline_transformer_architecture_swap,scored,sleep,transformer_4l_64h_4a,density_hard,0,transformer_offline_e20_bs32_eval5,20,4,32,10,5,4.0,0.0,,,,,,,,,,,,,,,,20.0,32.0,10.0,5.0,0.003,sparse,20.0,0.033229880650377096,0.003288456541916875,0.0323238512253073,0.0762902715923327,,,,True,Optional architecture check: compare BDL and segmentation on a matched offline Transformer.,experiments/sleep/transformer_4l_64h_4a/density_hard/seed_0_transformer_offline_e20_bs32_eval5
P9,offline_transformer_architecture_swap,scored,sleep,transformer_4l_64h_4a,density_hard,1,transformer_offline_e20_bs32_eval5,20,4,32,10,5,4.0,0.0,,,,,,,,,,,,,,,,20.0,32.0,10.0,5.0,0.003,sparse,20.0,0.03654384359191407,0.0032829804148354,0.0358598089556592,0.0834400856049836,,,,True,Optional architecture check: compare BDL and segmentation on a matched offline Transformer.,experiments/sleep/transformer_4l_64h_4a/density_hard/seed_1_transformer_offline_e20_bs32_eval5
P9,offline_transformer_architecture_swap,scored,sleep,transformer_4l_64h_4a,density_hard,2,transformer_offline_e20_bs32_eval5,20,4,32,10,5,4.0,80.0,3.0,20.0,20.0,0.0034093129714684,0.0287536329151887,3.0,20.0,0.0287536329151887,0.0,20.0,0.0291629203574373,27.090939130953483,58.792916160440654,19.16544487358169,,20.0,32.0,10.0,5.0,0.003,sparse,20.0,0.025760447316649025,0.003316510294345375,0.0251702854096718,0.0593856498056296,,,,True,Optional architecture check: compare BDL and segmentation on a matched offline Transformer.,experiments/sleep/transformer_4l_64h_4a/density_hard/seed_2_transformer_offline_e20_bs32_eval5
P9,offline_transformer_architecture_swap,scored,sleep,transformer_4l_64h_4a,seg,0,transformer_offline_e20_bs32_eval5,20,4,32,10,5,4.0,0.0,,,,,,,,,,,,,,,,20.0,32.0,10.0,5.0,0.003,sparse,17.5,0.20870144166919635,0.28158082274399987,0.3894610813530842,0.5163711791824541,,,,True,Optional architecture check: compare BDL and segmentation on a matched offline Transformer.,experiments/sleep/transformer_4l_64h_4a/seg/seed_0_transformer_offline_e20_bs32_eval5
P9,offline_transformer_architecture_swap,scored,sleep,transformer_4l_64h_4a,seg,1,transformer_offline_e20_bs32_eval5,20,4,32,10,5,4.0,80.0,3.0,20.0,20.0,0.2857471704483032,0.198943079252937,3.0,20.0,0.198943079252937,0.0,20.0,0.2197007605984007,31.574409099262994,80.17027822306045,19.42544181831363,,20.0,32.0,10.0,5.0,0.003,sparse,20.0,0.20964485334318958,0.27796400151298406,0.3922341014421432,0.5246743374898979,,,,True,Optional architecture check: compare BDL and segmentation on a matched offline Transformer.,experiments/sleep/transformer_4l_64h_4a/seg/seed_1_transformer_offline_e20_bs32_eval5
P9,offline_transformer_architecture_swap,scored,sleep,transformer_4l_64h_4a,seg,2,transformer_offline_e20_bs32_eval5,20,4,32,10,5,4.0,80.0,3.0,20.0,20.0,0.2849474144833429,0.2104276176841679,3.0,20.0,0.2104276176841679,2.0,20.0,0.2135630827092179,27.010092132011778,60.36917157099742,18.670322272265366,,20.0,32.0,10.0,5.0,0.003,sparse,18.75,0.20948608722747047,0.28167106692696575,0.3920326910466282,0.525133853975398,,,,True,Optional architecture check: compare BDL and segmentation on a matched offline Transformer.,experiments/sleep/transformer_4l_64h_4a/seg/seed_2_transformer_offline_e20_bs32_eval5
P10,online_smoothing_diagnostic,scored,sleep,fgru,density_gau,0,online_smoothing_e20_bs32_eval5,20,4,32,10,5,4.0,0.0,,,,,,,,,,,,,,,,20.0,32.0,10.0,5.0,0.003,sparse,20.0,0.2675565835840486,0.002617262877641575,0.2983390633924616,0.3874204197874724,,,,True,Optional causal-context check: test whether smoothed BDL targets help online models.,experiments/sleep/fgru/density_gau/seed_0_online_smoothing_e20_bs32_eval5
P10,online_smoothing_diagnostic,scored,sleep,fgru,density_custom,0,online_smoothing_e20_bs32_eval5,20,4,32,10,5,4.0,0.0,,,,,,,,,,,,,,,,20.0,32.0,10.0,5.0,0.003,sparse,20.0,0.24395777261739726,0.0027129618342070245,0.2578643122754132,0.3285812273777471,,,,True,Optional causal-context check: test whether smoothed BDL targets help online models.,experiments/sleep/fgru/density_custom/seed_0_online_smoothing_e20_bs32_eval5
P10,online_smoothing_diagnostic,scored,sleep,fgru,seg,0,online_smoothing_e20_bs32_eval5,20,4,32,10,5,4.0,0.0,,,,,,,,,,,,,,,,20.0,32.0,10.0,5.0,0.003,sparse,17.5,0.2060938823631318,0.1759017800414784,0.2125297157906442,0.2681354034045262,,,,True,Optional causal-context check: test whether smoothed BDL targets help online models.,experiments/sleep/fgru/seg/seed_0_online_smoothing_e20_bs32_eval5
P10,online_smoothing_diagnostic,scored,sleep,flstm,density_gau,0,online_smoothing_e20_bs32_eval5,20,4,32,10,5,4.0,0.0,,,,,,,,,,,,,,,,20.0,32.0,10.0,5.0,0.003,sparse,18.75,0.1990529618948782,0.0028044116883324996,0.2323757012515024,0.3117394678516552,,,,True,Optional causal-context check: test whether smoothed BDL targets help online models.,experiments/sleep/flstm/density_gau/seed_0_online_smoothing_e20_bs32_eval5
P10,online_smoothing_diagnostic,scored,sleep,flstm,density_custom,0,online_smoothing_e20_bs32_eval5,20,4,32,10,5,4.0,0.0,,,,,,,,,,,,,,,,20.0,32.0,10.0,5.0,0.003,sparse,16.25,0.1526140195455635,0.0029052480488578,0.1525598470061305,0.2461277781514159,,,,True,Optional causal-context check: test whether smoothed BDL targets help online models.,experiments/sleep/flstm/density_custom/seed_0_online_smoothing_e20_bs32_eval5
P10,online_smoothing_diagnostic,scored,sleep,flstm,seg,0,online_smoothing_e20_bs32_eval5,20,4,32,10,5,4.0,0.0,,,,,,,,,,,,,,,,20.0,32.0,10.0,5.0,0.003,sparse,12.5,0.2035715512369798,0.18555073961846943,0.1982040324248239,0.3386077584468905,,,,True,Optional causal-context check: test whether smoothed BDL targets help online models.,experiments/sleep/flstm/seg/seed_0_online_smoothing_e20_bs32_eval5
P10,online_smoothing_diagnostic,scored,sleep,causal_transformer,density_gau,0,online_smoothing_e20_bs32_eval5,20,4,32,10,5,4.0,0.0,,,,,,,,,,,,,,,,20.0,32.0,10.0,5.0,0.003,sparse,20.0,0.14350289063095972,0.00280007429412175,0.1700910237520376,0.2609611812251761,,,,True,Optional causal-context check: test whether smoothed BDL targets help online models.,experiments/sleep/causal_transformer/density_gau/seed_0_online_smoothing_e20_bs32_eval5
P10,online_smoothing_diagnostic,scored,sleep,causal_transformer,density_custom,0,online_smoothing_e20_bs32_eval5,20,4,32,10,5,4.0,0.0,,,,,,,,,,,,,,,,20.0,32.0,10.0,5.0,0.003,sparse,20.0,0.14630372401108907,0.0028207047766910997,0.1821378239061978,0.2665804267576421,,,,True,Optional causal-context check: test whether smoothed BDL targets help online models.,experiments/sleep/causal_transformer/density_custom/seed_0_online_smoothing_e20_bs32_eval5
P10,online_smoothing_diagnostic,scored,sleep,causal_transformer,seg,0,online_smoothing_e20_bs32_eval5,20,4,32,10,5,4.0,0.0,,,,,,,,,,,,,,,,20.0,32.0,10.0,5.0,0.003,sparse,16.25,0.1997697363127911,0.28009458968211465,0.2329898553387623,0.4726813411309224,,,,True,Optional causal-context check: test whether smoothed BDL targets help online models.,experiments/sleep/causal_transformer/seg/seed_0_online_smoothing_e20_bs32_eval5
P15,transformer_main_table_candidate,trained,sleep,transformer_4l_64h_4a,density_gau,0,transformer_main_candidate_lr1e3_e20_bs32_eval5,20,4,32,10,5,4.0,80.0,3.0,20.0,20.0,0.0035204970211322,0.0199586547205633,3.0,20.0,0.0199586547205633,1.0,20.0,0.0249170415462557,36.353007329825324,92.86710100456207,22.224483911141135,,20.0,32.0,10.0,5.0,0.001,sparse,20.0,0.022146855569109197,0.00335723348748545,,,,,,True,Tuned offline Transformer candidate for replacing the attention-gated U-Net architecture control if the scored comparison is defensible.,experiments/sleep/transformer_4l_64h_4a/density_gau/seed_0_transformer_main_candidate_lr1e3_e20_bs32_eval5
P15,transformer_main_table_candidate,trained,sleep,transformer_4l_64h_4a,density_custom,0,transformer_main_candidate_lr1e3_e20_bs32_eval5,20,4,32,10,5,4.0,80.0,3.0,20.0,20.0,0.0035307878029665,0.0200264442917577,3.0,20.0,0.0200264442917577,1.0,20.0,0.025270871116206,54.69260452128765,129.06809792637432,36.09873117001598,,20.0,32.0,10.0,5.0,0.001,sparse,20.0,0.022390752276877278,0.003366019831316875,,,,,,True,Tuned offline Transformer candidate for replacing the attention-gated U-Net architecture control if the scored comparison is defensible.,experiments/sleep/transformer_4l_64h_4a/density_custom/seed_0_transformer_main_candidate_lr1e3_e20_bs32_eval5
P15,transformer_main_table_candidate,trained,sleep,transformer_4l_64h_4a,seg,0,transformer_main_candidate_lr1e3_e20_bs32_eval5,20,4,32,10,5,4.0,80.0,3.0,20.0,20.0,0.3027755107198442,0.1871929863107358,3.0,20.0,0.1871929863107358,0.0,20.0,0.2033847386902887,57.50126277088775,149.74592024825097,34.44009840154695,,20.0,32.0,10.0,5.0,0.001,sparse,17.5,0.19133631945536034,0.29554205935055045,,,,,,True,Tuned offline Transformer candidate for replacing the attention-gated U-Net architecture control if the scored comparison is defensible.,experiments/sleep/transformer_4l_64h_4a/seg/seed_0_transformer_main_candidate_lr1e3_e20_bs32_eval5
P16,transformer_strong_candidate,scored,sleep,transformer_6l_128h_8a_10d,density_hard,0,transformer_strong_lr5e4_wd1e2_e20_bs8_eval5,20,4,8,10,5,4.0,80.0,3.0,20.0,20.0,0.0036476682065627,0.01017512762465,3.0,20.0,0.01017512762465,2.0,20.0,0.0140534331919161,102.00361058587487,184.63384201149984,81.34605272946862,,20.0,8.0,10.0,5.0,0.0005,sparse,20.0,0.01282629363388395,0.00343505992831545,0.0129661525563893,0.0340369495685972,,,,True,Stronger offline Transformer candidate for replacing the attention-gated U-Net architecture control if matched objective scores are competitive.,experiments/sleep/transformer_6l_128h_8a_10d/density_hard/seed_0_transformer_strong_lr5e4_wd1e2_e20_bs8_eval5
P16,transformer_strong_candidate,scored,sleep,transformer_6l_128h_8a_10d,density_gau,0,transformer_strong_lr5e4_wd1e2_e20_bs8_eval5,20,4,8,10,5,4.0,80.0,3.0,20.0,20.0,0.0036524401064245,0.0108255751722501,3.0,20.0,0.0108255751722501,2.0,20.0,0.0146800882664947,69.42862630322506,110.8889313069376,59.06355005229693,,20.0,8.0,10.0,5.0,0.0005,sparse,20.0,0.013136243258488526,0.003437045282483825,0.0132780603954506,0.0347432380858008,,,,True,Stronger offline Transformer candidate for replacing the attention-gated U-Net architecture control if matched objective scores are competitive.,experiments/sleep/transformer_6l_128h_8a_10d/density_gau/seed_0_transformer_strong_lr5e4_wd1e2_e20_bs8_eval5
P16,transformer_strong_candidate,scored,sleep,transformer_6l_128h_8a_10d,density_custom,0,transformer_strong_lr5e4_wd1e2_e20_bs8_eval5,20,4,8,10,5,4.0,80.0,3.0,20.0,20.0,0.0036523110197427,0.0105676345438819,3.0,20.0,0.0105676345438819,2.0,20.0,0.0146374103228199,63.85664921562493,101.98256011825015,54.325171489968625,,20.0,8.0,10.0,5.0,0.0005,sparse,20.0,0.01293010982812165,0.0034385271226397745,0.0130677127765935,0.0340330294929103,,,,True,Stronger offline Transformer candidate for replacing the attention-gated U-Net architecture control if matched objective scores are competitive.,experiments/sleep/transformer_6l_128h_8a_10d/density_custom/seed_0_transformer_strong_lr5e4_wd1e2_e20_bs8_eval5
P16,transformer_strong_candidate,scored,sleep,transformer_6l_128h_8a_10d,seg,0,transformer_strong_lr5e4_wd1e2_e20_bs8_eval5,20,4,8,10,5,4.0,80.0,3.0,20.0,20.0,0.3525814356712194,0.1626898325878607,3.0,20.0,0.1626898325878607,0.0,20.0,0.1813844399675682,65.70441191322489,111.70419080325064,54.20446719071845,,20.0,8.0,10.0,5.0,0.0005,sparse,20.0,0.16605355683679543,0.3405860689108108,0.308356875159397,0.4557443155908243,,,,True,Stronger offline Transformer candidate for replacing the attention-gated U-Net architecture control if matched objective scores are competitive.,experiments/sleep/transformer_6l_128h_8a_10d/seg/seed_0_transformer_strong_lr5e4_wd1e2_e20_bs8_eval5
P11,seizure_fine_stride_sensitivity,scored,seizure,gru,density_hard,0,seizure_rescue_lr3e4_ds5_bs8_e20_eval5,20,4,8,5,5,4.0,80.0,3.0,20.0,20.0,8.410266231554228e-05,0.0089014405716975,3.0,20.0,0.0089014405716975,1.0,10.0,0.0249537970585211,88.01012286517496,122.47819566456249,79.39310466532807,,20.0,8.0,5.0,5.0,0.0003,sparse,10.0,0.017747509442311175,8.933424027713171e-05,0.014159499129408,,0.0005433730764367,,experiments/seizure/gru/density_hard/seed_0_seizure_rescue_lr3e4_ds5_bs8_e20_eval5/results/scores_strict3.csv,False,Optional CHB-MIT sensitivity check with lower learning rate and finer temporal downsampling.,experiments/seizure/gru/density_hard/seed_0_seizure_rescue_lr3e4_ds5_bs8_e20_eval5
P11,seizure_fine_stride_sensitivity,scored,seizure,gru,density_gau,0,seizure_rescue_lr3e4_ds5_bs8_e20_eval5,20,4,8,5,5,4.0,80.0,3.0,20.0,20.0,8.419069750483945e-05,0.011550548724662,3.0,20.0,0.011550548724662,1.0,20.0,0.0223529125217557,100.09613411478759,135.451083858375,91.25739667889074,,20.0,8.0,5.0,5.0,0.0003,sparse,11.25,0.0170505309976521,8.92081594750438e-05,0.0136245294645873,,0.0002727583174458,,experiments/seizure/gru/density_gau/seed_0_seizure_rescue_lr3e4_ds5_bs8_e20_eval5/results/scores_strict3.csv,False,Optional CHB-MIT sensitivity check with lower learning rate and finer temporal downsampling.,experiments/seizure/gru/density_gau/seed_0_seizure_rescue_lr3e4_ds5_bs8_e20_eval5
P11,seizure_fine_stride_sensitivity,scored,seizure,gru,seg,0,seizure_rescue_lr3e4_ds5_bs8_e20_eval5,20,4,8,5,5,4.0,80.0,3.0,20.0,20.0,0.078482181632093,0.0117836821147915,3.0,20.0,0.0117836821147915,0.0,20.0,0.0190170849484574,98.3366246398001,133.63573633418753,89.51184671620325,,20.0,8.0,5.0,5.0,0.0003,sparse,12.5,0.007700191765812225,0.10052881648187477,0.0457371685966296,,0.0104696976877933,,experiments/seizure/gru/seg/seed_0_seizure_rescue_lr3e4_ds5_bs8_e20_eval5/results/scores_strict3.csv,False,Optional CHB-MIT sensitivity check with lower learning rate and finer temporal downsampling.,experiments/seizure/gru/seg/seed_0_seizure_rescue_lr3e4_ds5_bs8_e20_eval5
P11,seizure_fine_stride_sensitivity,partial,seizure,unet,density_hard,0,seizure_rescue_lr3e4_ds5_bs8_e20_eval5,20,4,8,5,5,2.0,51.0,2.0,11.0,20.0,8.415211492060084e-05,,2.0,10.0,0.0214415957698711,0.0,15.0,0.0389900128984856,280.10421127503935,408.9202064448007,248.6856758677805,42.64400239940108,20.0,8.0,5.0,5.0,0.0003,sparse,17.5,0.0321608592112147,9.153643073973229e-05,,,,,,False,Optional CHB-MIT sensitivity check with lower learning rate and finer temporal downsampling.,experiments/seizure/unet/density_hard/seed_0_seizure_rescue_lr3e4_ds5_bs8_e20_eval5
P11,seizure_fine_stride_sensitivity,pending,seizure,unet,density_gau,0,seizure_rescue_lr3e4_ds5_bs8_e20_eval5,20,4,8,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Optional CHB-MIT sensitivity check with lower learning rate and finer temporal downsampling.,
P11,seizure_fine_stride_sensitivity,pending,seizure,unet,seg,0,seizure_rescue_lr3e4_ds5_bs8_e20_eval5,20,4,8,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Optional CHB-MIT sensitivity check with lower learning rate and finer temporal downsampling.,
P12,seizure_highscore_reproduction,scored,seizure,gru_3l_128h,seg,0,seizure_highscore_gru3l128h_ds512_bs8_e20,20,4,8,512,1,4.0,0.0,,,,,,,,,,,,,,,,20.0,8.0,512.0,1.0,0.001,sparse,16.25,0.2266269179860501,0.04630928175216205,0.251653325113825,,0.0363394274281772,,experiments/seizure/gru_3l_128h/seg/seed_0_seizure_highscore_gru3l128h_ds512_bs8_e20/results/scores_strict3.csv,True,Reproduce the high-scoring CHB-MIT segmentation setting identified during development and compare matched BDL objectives.,experiments/seizure/gru_3l_128h/seg/seed_0_seizure_highscore_gru3l128h_ds512_bs8_e20
P12,seizure_highscore_reproduction,scored,seizure,gru_3l_128h,density_hard,0,seizure_highscore_gru3l128h_ds512_bs8_e20,20,4,8,512,1,4.0,0.0,,,,,,,,,,,,,,,,20.0,8.0,512.0,1.0,0.001,sparse,16.5,0.32659863548354706,0.0042733259172925,0.3172917213636258,,0.119844392329686,,experiments/seizure/gru_3l_128h/density_hard/seed_0_seizure_highscore_gru3l128h_ds512_bs8_e20/results/scores_strict3.csv,True,Reproduce the high-scoring CHB-MIT segmentation setting identified during development and compare matched BDL objectives.,experiments/seizure/gru_3l_128h/density_hard/seed_0_seizure_highscore_gru3l128h_ds512_bs8_e20
P12,seizure_highscore_reproduction,scored,seizure,gru_3l_128h,density_gau,0,seizure_highscore_gru3l128h_ds512_bs8_e20,20,4,8,512,1,4.0,0.0,,,,,,,,,,,,,,,,20.0,8.0,512.0,1.0,0.001,sparse,18.0,0.351381086001095,0.004136327665499149,0.3601900704234238,,0.1381980224961901,,experiments/seizure/gru_3l_128h/density_gau/seed_0_seizure_highscore_gru3l128h_ds512_bs8_e20/results/scores_strict3.csv,True,Reproduce the high-scoring CHB-MIT segmentation setting identified during development and compare matched BDL objectives.,experiments/seizure/gru_3l_128h/density_gau/seed_0_seizure_highscore_gru3l128h_ds512_bs8_e20
P12,seizure_highscore_reproduction,scored,seizure,gru_3l_128h,density_custom,0,seizure_highscore_gru3l128h_ds512_bs8_e20,20,4,8,512,1,4.0,0.0,,,,,,,,,,,,,,,,20.0,8.0,512.0,1.0,0.001,sparse,17.0,0.27383117923126726,0.004829378526044275,0.2669804451143543,,0.0475949323211949,,experiments/seizure/gru_3l_128h/density_custom/seed_0_seizure_highscore_gru3l128h_ds512_bs8_e20/results/scores_strict3.csv,True,Reproduce the high-scoring CHB-MIT segmentation setting identified during development and compare matched BDL objectives.,experiments/seizure/gru_3l_128h/density_custom/seed_0_seizure_highscore_gru3l128h_ds512_bs8_e20
P12b,seizure_highscore_stride_ablation,scored,seizure,gru_3l_128h,seg,0,seizure_highscore_gru3l128h_ds256_bs8_e20,20,4,8,256,1,4.0,80.0,3.0,20.0,20.0,0.015,0.144,3.0,20.0,0.144,2.0,18.0,0.261,,,,,20.0,8.0,256.0,1.0,0.001,sparse,18.25,0.2107238643463335,0.04047234662598737,0.286962692929188,,0.045564379429385,,experiments/seizure/gru_3l_128h/seg/seed_0_seizure_highscore_gru3l128h_ds256_bs8_e20/results/scores_strict3.csv,True,Test whether a one-second output stride improves the high-score CHB-MIT configuration enough to offset longer recurrent sequences.,experiments/seizure/gru_3l_128h/seg/seed_0_seizure_highscore_gru3l128h_ds256_bs8_e20
P12b,seizure_highscore_stride_ablation,scored,seizure,gru_3l_128h,density_hard,0,seizure_highscore_gru3l128h_ds256_bs8_e20,20,4,8,256,1,4.0,80.0,3.0,20.0,20.0,0.001,0.337,3.0,20.0,0.337,2.0,13.0,0.431,,,,,20.0,8.0,256.0,1.0,0.001,sparse,14.25,0.37902140018120895,0.002252839669219775,0.3881360536178695,,0.1643126282619457,,experiments/seizure/gru_3l_128h/density_hard/seed_0_seizure_highscore_gru3l128h_ds256_bs8_e20/results/scores_strict3.csv,True,Test whether a one-second output stride improves the high-score CHB-MIT configuration enough to offset longer recurrent sequences.,experiments/seizure/gru_3l_128h/density_hard/seed_0_seizure_highscore_gru3l128h_ds256_bs8_e20
P12b,seizure_highscore_stride_ablation,scored,seizure,gru_3l_128h,density_gau,0,seizure_highscore_gru3l128h_ds256_bs8_e20,20,4,8,256,1,4.0,80.0,3.0,20.0,20.0,0.002,0.246,3.0,20.0,0.246,1.0,16.0,0.442,,,,,20.0,8.0,256.0,1.0,0.001,sparse,17.75,0.34312223708993783,0.0021699381605555,0.3562826727901812,,0.1461538544243901,,experiments/seizure/gru_3l_128h/density_gau/seed_0_seizure_highscore_gru3l128h_ds256_bs8_e20/results/scores_strict3.csv,True,Test whether a one-second output stride improves the high-score CHB-MIT configuration enough to offset longer recurrent sequences.,experiments/seizure/gru_3l_128h/density_gau/seed_0_seizure_highscore_gru3l128h_ds256_bs8_e20
P12b,seizure_highscore_stride_ablation,scored,seizure,gru_3l_128h,density_custom,0,seizure_highscore_gru3l128h_ds256_bs8_e20,20,4,8,256,1,4.0,80.0,3.0,20.0,20.0,0.002,0.236,3.0,20.0,0.236,1.0,15.0,0.342,,,,,20.0,8.0,256.0,1.0,0.001,sparse,16.75,0.2744823430296401,0.00268942083445525,0.2780069281264933,,0.0473170975660268,,experiments/seizure/gru_3l_128h/density_custom/seed_0_seizure_highscore_gru3l128h_ds256_bs8_e20/results/scores_strict3.csv,True,Test whether a one-second output stride improves the high-score CHB-MIT configuration enough to offset longer recurrent sequences.,experiments/seizure/gru_3l_128h/density_custom/seed_0_seizure_highscore_gru3l128h_ds256_bs8_e20
P13,bowshock_point_event_ablation,scored,bowshock,gru,density_hard,0,point_event_ablation_e20,20,4,32,10,5,4.0,0.0,,,,,,,,,,,,,,,,20.0,32.0,10.0,5.0,0.003,sparse,15.0,0.9313247213165531,0.00635261662289515,0.9875641703711352,0.9372881305936815,,,,True,Appendix point-event ablation on the Martian bow-shock detection benchmark.,experiments/bowshock/gru/density_hard/seed_0_point_event_ablation_e20
P13,bowshock_point_event_ablation,scored,bowshock,gru,density_gau,0,point_event_ablation_e20,20,4,32,10,5,4.0,0.0,,,,,,,,,,,,,,,,20.0,32.0,10.0,5.0,0.003,sparse,17.5,0.9296727483617211,0.007959005814116175,0.9879226272070069,0.9394796330094098,,,,True,Appendix point-event ablation on the Martian bow-shock detection benchmark.,experiments/bowshock/gru/density_gau/seed_0_point_event_ablation_e20
